Marca temporal,Nombre de usuario,🥦🥕 Bolsón de verduras verdes agroecológicas (5 kg aprox) con variedades de estación - Productores de Escobar - $630,"🥔🧅 Bolsón de Pesadas agroecológicas (5kg aprox.) Variedades: Papá, cebolla, batata, anco, cabutia - $355",🥦🥔 COMBO Bolsón de verduras verdes agroecológicas (5 kg aprox) + Bolsón de Pesadas agroecológicas (5kg aprox.) - $900,☀️🍊 COMBO Cítrico de Verano - 2kg Naranja - 1kg Limón - 1kg Pomelo o mandarina - $435,🌽 Choclo agroecológico - Escobar - $60 por unidad,🥑Palta agroecológica de Finca Ecotipa - Tucumán (500 gr.) - $240,🍅 Tomate perita agroecológico de Mendoza (1 kg.) - $205,🥒 Morrón verde agroecológico de Luján (500 gr.) - $100,Uva Red Glove - Aprosur - Mendoza (500gr) -  $ 115,🍆 Berenjena agroecológica de Escobar (1 kg.) - $150,🧄 Ajo agroecológico de UST - Mendoza (100 gr.) - $40,🍊 Ciruela agroecológico de Mendoza( 500 gr.) - $200,🍎 Manzana roja agroecológica Coop Río Colorado - Río Negro ( 1kg.) - $190,🍋 Limón agroecológico de Finca Ecotipa - Tucumán (1 kg) - $100,🍐 Pera agroecológica de Coop. Río Colorado - Río Negro (1 kg) - $185,🥚 Huevos de campo de Tres Arroyos (docena.) - $270,🥜 Maní con cascara de Salta (500 gm) - $210,"Yerba mate ""Las Tunas"" 1Kg - $640","Yerba Mate ""Grapia Milenaria"" 1Kg - $680",Azúcar Mascabo Agroecológica 1Kg - $265,"Mermelada de naranja ""Dulce Huayna"" 360gr - $490","Mermelada Otoñal ""Dulce Huayna"" 360gr - $490","Harina de Trigo Integral Agroecológica ""Naturaleza Viva"" 1K - $150","Tomate Triturado sin piel Agroecológico ""Manos del Pueblo"" 450cc - $280","Aceite de Girasol puro ""El Cortijo"" 900ml - $370","Aceitunas Verdes orgánicas ""San Nicolas"" 500g - $520","Promoción 1° - viandas cinco almuerzos: Tarta individual de acelga, cebolla caramelizada y queso - Tarta individual de calabaza, ricota y nuez - Musaka/Lasagña de berenjenas - Canelones de acelga con salsa bologñesa - Pastel de papa - $1900","Promoción 2° - viandas vegetariana cinco almuerzos: Tarta de calabaza, zanahoria y cebollas asadas - Tarta de acelga y cebolla caramelizada - Canelones de acelga y ricota con salsa blanca y fileto - Porcion de knishes - Porción buñuelos de acelga - $1800"," Gran picada del Abasto CARNE: Bastoncitos de muzza, bastoncitos de pollo, albóndigas de carne, buñuelos de acelga, Hummus c/ pimentón ahumado, Berenjenas al escabeche, Aceitunas condimentadas, Salsitas: alioli, y salsa picante + 2 panes estilo campo - $1600"," Gran picada del Abasto VEGGIE: Bastoncitos de muzza, falafel, buñuelos de acelga, knishes receta tradicional, hummus c/ pimentón ahumado, berenjenas al escabeche, aceitunas condimentadas. Salsitas: alioli, y salsa picante + 2 panes estilo campo - $1500",3 Empanadas de Osobuco Braseado - $330,3 Empanadas de Bondiola a la cerveza negra - $330,"3 Empanadas de champiñón, queso, puerro y cebolla - $330",3 Empanadas de queso y cebolla - $330,"Tarta de calabaza, zanahoria y cebolla asadas - $380",Tarta de acelga y cebolla caramelizada - $380,Musaka / Lasagña de Berenjenas. Cuenta con distintos cortes de carne vacuna - $440,Pastel de papa - $440,Canelones de acelga y ricota con salsa blanca y fileto - $420,Canelones de acelga con salsa bologñesa -  $420,Buñuelos de acelga - $380,3 knishes de papa y cebolla - $360,Bolsa PAC - $150,🍊 Naranja agroecológica de Finca Don Luis - Entre Ríos ( 1kg.) - $120,🍑 Durazno agroecológico de Approsur - Mendoza ( 1kg.) - $350,Morrón rojo agroecológico de Luján (500 gr.) - $ 120,🟢 Zapallito redondo agroecológico de Productores de Escobar (1 kg.) - $125,"Mermelada de Frutilla ""Crece desde el Pie"" Agroecológica 360gr - $430",🍅 Tomate cherry orgánico de San Nicolas (500 gr.) - $155,🍊 Mandarina agroecológico de Finca Don Luis - Entre Ríos (1 kg) - $100,🍓 Frutillas agroecológicas de Productores de Escobar (600 gr.) - $290,🍌 Banana orgánica de Finca La Lucrecia - Jujuy ( 1kg.) - $230,12 Cookies de chocolate - $450,12 Cookies de maní con chips de chocolate - $450,Cuadraditos de Brownie y nuez - $300,Budín de limón con arándanos (250gr) - $300,Budín de naranja con jengibre (250gr) - $300,Caja de 6 rolls de canela $500,Arroz yamani Hebrasol 1Kg - $210,Coco rallado Hebrasol 1Kg - $580,Fécula de mandioca Hebrasol 1Kg - $158,Poroto colorado Hebrasol 1Kg - $270,🥭 Mango agroecológico de Finca Ecotipa - Tucumán ( 1kg.) - $175,🔵 Arándanos agroecológicos de Finca Ecotipa - Tucumán (250 gr.) - $220,Miel natural Mercado del Abasto 500gr - $450,🎋 Jengibre agroecológico de Batter - Misiones (100 gr.) - $65,"Aceite de Oliva ""La Riojana"" Extra Virgen Orgánico 500cc - $600","Tomate Triturados sin piel Agroecológico ""Manos del Pueblo"" 970g - $265",¿Como retirás?,Barrio,🏠¿Dónde querés retirar el pedido? 
2021/06/23 8:47:28 p. m. GMT-3,170,1.0,0.0,,,,1.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/23 9:40:02 p. m. GMT-3,16,0.0,0.0,,,,1.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,1.0,,,0.0,,,,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/23 10:20:56 p. m. GMT-3,15,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/24 10:46:38 a. m. GMT-3,94,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/24 11:11:51 a. m. GMT-3,151,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/24 11:13:33 a. m. GMT-3,171,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/24 12:55:11 p. m. GMT-3,172,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/06/24 1:40:16 p. m. GMT-3,173,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $250),Palermo,
2021/06/24 2:57:39 p. m. GMT-3,69,1.0,1.0,,,,0.0,,,,,,,1.0,0.0,,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/24 7:16:06 p. m. GMT-3,11,1.0,0.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/24 7:53:25 p. m. GMT-3,125,1.0,0.0,,,,0.0,,,,,,,1.0,0.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/06/24 9:36:04 p. m. GMT-3,174,1.0,1.0,,,,2.0,,,,,,,0.0,1.0,,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,2.0,,,0.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/24 10:07:50 p. m. GMT-3,133,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/06/24 10:09:48 p. m. GMT-3,55,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,2.0,,,0.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/25 9:52:58 a. m. GMT-3,175,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Envío a domicilio (recargo de $250),Palermo,
2021/06/25 12:18:48 p. m. GMT-3,172,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/06/25 12:46:04 p. m. GMT-3,162,1.0,1.0,,,,1.0,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/06 11:33:28 a. m. GMT-3,0,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/06 12:55:25 p. m. GMT-3,18,0.0,0.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/06 2:19:56 p. m. GMT-3,176,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,2.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,Envío a domicilio (recargo de $250),Villa Crespo,
2021/07/06 2:22:22 p. m. GMT-3,177,1.0,1.0,,,,0.0,,,,,,,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/07/06 2:23:25 p. m. GMT-3,117,1.0,1.0,,,,0.0,,,,,,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,Envío a domicilio (recargo de $250),Belgrano,
2021/07/06 2:24:12 p. m. GMT-3,108,0.0,1.0,,,,0.0,,,,,,,2.0,0.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/06 4:40:50 p. m. GMT-3,29,1.0,0.0,,,,1.0,,,,,,,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/07/06 5:12:06 p. m. GMT-3,99,0.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/06 5:12:21 p. m. GMT-3,101,1.0,0.0,,,,1.0,,,,,,,0.0,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/07/06 6:11:45 p. m. GMT-3,178,0.0,1.0,,,,1.0,,,,,,,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,Envío a domicilio (recargo de $250),Villa Urquiza,
2021/07/06 6:31:05 p. m. GMT-3,1,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/07/06 7:39:01 p. m. GMT-3,115,1.0,0.0,,,,0.0,,,,,,,0.0,1.0,,0.0,0.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/07/06 10:23:01 p. m. GMT-3,179,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/07/06 10:39:49 p. m. GMT-3,7,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,Envío a domicilio (recargo de $250),Coghlan,
2021/07/07 12:43:29 a. m. GMT-3,70,1.0,0.0,,,,0.0,,,,,,,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,2.0,,,,,,,1.0,0.0,0.0,0.0,,,0.0,,0.0,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/07/07 8:47:04 a. m. GMT-3,161,0.0,0.0,,,,1.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/07/07 8:48:23 a. m. GMT-3,180,1.0,0.0,,,,0.0,,,,,,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/07/07 9:05:51 a. m. GMT-3,181,0.0,1.0,,,,1.0,,,,,,,1.0,0.0,,0.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/07 9:21:56 a. m. GMT-3,155,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/07/07 10:34:58 a. m. GMT-3,26,0.0,1.0,,,,1.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/07/07 11:04:14 a. m. GMT-3,59,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/07/07 3:37:35 p. m. GMT-3,10,2.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/07/07 5:05:21 p. m. GMT-3,96,,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/07 5:18:37 p. m. GMT-3,16,0.0,1.0,,,,1.0,,,,,,,1.0,1.0,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/07 7:08:46 p. m. GMT-3,72,1.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/07 7:18:54 p. m. GMT-3,12,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/07 7:28:13 p. m. GMT-3,182,0.0,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/07/07 9:14:45 p. m. GMT-3,183,0.0,0.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/07/07 11:41:47 p. m. GMT-3,100,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/07/08 1:10:33 a. m. GMT-3,184,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/08 8:25:48 a. m. GMT-3,36,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/08 10:16:48 a. m. GMT-3,160,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/07/08 10:46:15 a. m. GMT-3,75,1.0,1.0,,,,1.0,,,,,,,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,1.0,,,,,,,,,,,,,0.0,,1.0,,Envío a domicilio (recargo de $250),Palermo,
2021/07/08 11:55:26 a. m. GMT-3,64,1.0,0.0,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/08 12:04:49 p. m. GMT-3,138,,1.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/08 3:46:07 p. m. GMT-3,69,0.0,1.0,,,,1.0,,,,,,,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/08 8:52:42 p. m. GMT-3,185,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $250),Belgrano,
2021/07/08 10:12:06 p. m. GMT-3,186,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $250),Palermo,
2021/07/09 12:48:09 p. m. GMT-3,146,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $250),Palermo,
2021/07/09 12:49:31 p. m. GMT-3,187,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/09 12:50:08 p. m. GMT-3,146,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $250),Palermo,
2021/07/09 1:18:15 p. m. GMT-3,151,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/07/09 1:43:28 p. m. GMT-3,120,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/07/09 2:04:40 p. m. GMT-3,188,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $250),Villa Crespo,
2021/07/19 7:11:44 p. m. GMT-3,0,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/19 7:37:59 p. m. GMT-3,189,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/07/19 7:40:44 p. m. GMT-3,50,1.0,0.0,,,,0.0,,,,,,,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,1.0,,1.0,,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/19 7:44:52 p. m. GMT-3,190,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/07/19 7:45:12 p. m. GMT-3,191,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/07/19 7:47:01 p. m. GMT-3,1,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/07/19 7:51:42 p. m. GMT-3,138,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/07/19 7:54:05 p. m. GMT-3,192,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
